,0,1,2,3,4,5,6,7,8,9,10,11
458,5,1,37,1,2,12,784,2650,44,16,96.637833,DOOR
459,4,1,37,1,3,0,188,2673,645,18,-1,
460,5,1,37,1,3,1,188,2673,15,16,92.269432,3.
461,5,1,37,1,3,2,214,2674,37,15,95.513916,HIGH
462,5,1,37,1,3,3,262,2674,52,16,94.921303,RANGE
463,5,1,37,1,3,4,325,2674,81,16,96.869751,PRESSURE
464,5,1,37,1,3,5,418,2674,50,16,92.195076,GAUGE
465,5,1,37,1,3,6,480,2674,19,17,96.167374,TO
466,5,1,37,1,3,7,510,2674,20,16,96.652718,BE
467,5,1,37,1,3,8,540,2675,57,15,46.680313,VISIBLE
468,5,1,37,1,3,9,608,2675,42,15,92.984070,FROM
469,5,1,37,1,3,10,661,2675,25,15,86.323776,PiG
470,5,1,37,1,3,11,697,2675,81,16,96.295700,LAUNCHER
471,5,1,37,1,3,12,790,2676,43,15,96.295700,DOOR
472,4,1,37,1,4,0,188,2700,324,16,-1,
473,5,1,37,1,4,1,188,2700,14,14,89.066391,4.
474,5,1,37,1,4,2,214,2700,33,15,96.692528,NON
475,5,1,37,1,4,3,259,2700,77,16,95.678917,INTRUSIVE
476,5,1,37,1,4,4,348,2700,36,16,96.820488,TYPE
477,5,1,37,1,4,5,396,2700,24,16,86.867447,PIG
478,5,1,37,1,4,6,432,2700,80,16,95.657150,INDICATOR
479,4,1,37,1,5,0,188,2725,167,16,-1,
480,5,1,37,1,5,1,188,2725,14,15,91.598122,5.
481,5,1,37,1,5,2,214,2725,74,16,89.651779,PIGGABLE
482,5,1,37,1,5,3,309,2725,46,16,83.520432,VALVE
483,4,1,37,1,6,0,188,2751,670,17,-1,
484,5,1,37,1,6,1,188,2751,14,15,80.811111,6.
485,5,1,37,1,6,2,213,2751,20,15,96.201157,TO
486,5,1,37,1,6,3,244,2751,20,16,96.201157,BE
487,5,1,37,1,6,4,275,2751,68,16,96.717285,LOCATED
488,5,1,37,1,6,5,352,2751,19,16,96.993439,AT
489,5,1,37,1,6,6,382,2751,32,16,96.551613,LOW
490,5,1,37,1,6,7,424,2751,49,16,95.236076,POINT.
491,5,1,37,1,6,8,486,2752,51,15,78.846100,PIPING
492,5,1,37,1,6,9,546,2752,21,15,96.538857,TO
493,5,1,37,1,6,10,579,2752,19,16,96.111763,BE
494,5,1,37,1,6,11,608,2752,38,16,96.111763,SELF
495,5,1,37,1,6,12,657,2752,70,16,85.761749,DRAINING
496,5,1,37,1,6,13,737,2753,20,15,94.165230,TO
497,5,1,37,1,6,14,766,2753,34,15,96.913773,THIS
498,5,1,37,1,6,15,812,2752,46,16,96.488403,POINT
499,4,1,37,1,7,0,188,2776,824,18,-1,
500,5,1,37,1,7,1,188,2777,14,14,95.220757,7.
501,5,1,37,1,7,2,213,2776,39,16,96.350380,VENT
502,5,1,37,1,7,3,262,2777,109,15,96.350380,CONNECTIONS
503,5,1,37,1,7,4,382,2777,20,15,96.318069,TO
504,5,1,37,1,7,5,413,2777,19,15,96.858116,BE
505,5,1,37,1,7,6,442,2777,19,15,96.719185,AT
506,5,1,37,1,7,7,472,2778,41,14,96.657883,BOTH
507,5,1,37,1,7,8,525,2778,39,15,96.976067,ENDS
508,5,1,37,1,7,9,576,2778,21,14,96.484985,OF
509,5,1,37,1,7,10,607,2778,81,15,96.938637,LAUNCHER
510,5,1,37,1,7,11,698,2778,20,15,93.268364,TO
511,5,1,37,1,7,12,729,2778,103,16,91.701630,DEPRESSURE
512,5,1,37,1,7,13,842,2778,41,16,96.411400,BOTH
513,5,1,37,1,7,14,894,2778,45,16,96.519623,SIDES
514,5,1,37,1,7,15,950,2778,21,16,96.761375,OF
515,5,1,37,1,7,16,982,2778,30,16,45.055351,PIG.
516,4,1,37,1,8,0,187,2802,97,16,-1,
517,5,1,37,1,8,1,187,2802,14,16,47.802559,8.
518,5,1,37,1,8,2,214,2802,70,16,90.769318,DELETED.
519,4,1,37,1,9,0,187,2827,637,18,-1,
520,5,1,37,1,9,1,187,2827,15,16,90.419258,9.
521,5,1,37,1,9,2,214,2827,30,16,96.490021,PSV
522,5,1,37,1,9,3,253,2827,59,16,0.000000,OUTLET
523,5,1,37,1,9,4,322,2828,51,15,86.250458,PiPING
524,5,1,37,1,9,5,383,2828,20,15,88.136353,TO
525,5,1,37,1,9,6,414,2829,18,15,95.833061,BE
526,5,1,37,1,9,7,445,2829,38,15,96.225891,HEAT
527,5,1,37,1,9,8,493,2829,59,16,96.761864,TRACED
528,5,1,37,1,9,9,563,2829,31,16,96.655495,AND
529,5,1,37,1,9,10,606,2829,81,16,96.844383,INSULATED
530,5,1,37,1,9,11,697,2829,20,16,96.517212,TO
531,5,1,37,1,9,12,727,2828,37,17,96.126465,HIGH
532,5,1,37,1,9,13,775,2829,49,16,96.176010,POINT.
533,4,1,37,1,10,0,180,2853,462,19,-1,
534,5,1,37,1,10,1,180,2853,22,16,91.516914,10.
535,5,1,37,1,10,2,214,2853,31,16,96.457642,FOR
536,5,1,37,1,10,3,256,2853,86,16,96.705132,INSTALLING
537,5,1,37,1,10,4,352,2853,91,17,96.485847,CORROSION
538,5,1,37,1,10,5,454,2854,58,18,96.904930,"PROBE,"
539,5,1,37,1,10,6,524,2854,38,16,96.757820,FREE
540,5,1,37,1,10,7,572,2854,40,16,96.483810,AREA
541,5,1,37,1,10,8,622,2855,20,15,96.624039,OF
542,3,1,37,2,0,0,210,2878,426,18,-1,
543,4,1,37,2,1,0,210,2878,426,18,-1,
544,5,1,37,2,1,1,210,2879,23,15,78.016914,1.0
545,5,1,37,2,1,2,245,2879,11,15,78.016914,M
546,5,1,37,2,1,3,267,2878,74,17,95.466705,DIAMETER
547,5,1,37,2,1,4,352,2880,20,15,96.893860,BY
548,5,1,37,2,1,5,383,2879,25,16,92.453262,2.0
549,5,1,37,2,1,6,419,2880,12,14,82.093475,M
550,5,1,37,2,1,7,441,2880,50,16,96.075447,ABOVE
551,5,1,37,2,1,8,503,2880,34,16,61.725952,PIPE
552,5,1,37,2,1,9,547,2880,31,16,96.376076,TOP
553,5,1,37,2,1,10,589,2880,47,16,96.652313,SHALL
554,3,1,37,3,0,0,176,2904,1100,375,-1,
555,4,1,37,3,1,0,208,2904,112,17,-1,
556,5,1,37,3,1,1,208,2904,20,16,95.290009,BE
557,5,1,37,3,1,2,239,2904,81,17,89.113785,PROVIDED.
558,4,1,37,3,2,0,179,2929,730,18,-1,
559,5,1,37,3,2,1,179,2930,22,15,76.105179,11.
560,5,1,37,3,2,2,214,2930,50,15,96.284340,PIPING
561,5,1,37,3,2,3,274,2929,20,16,92.543259,TO
562,5,1,37,3,2,4,307,2930,64,16,95.422401,PROVIDE
563,5,1,37,3,2,5,382,2931,21,15,96.057884,3D
564,5,1,37,3,2,6,414,2931,52,16,54.568729,BENDS
565,5,1,37,3,2,7,478,2931,42,15,96.595268,FROM
566,5,1,37,3,2,8,531,2931,57,16,87.075623,OUTLET
567,5,1,37,3,2,9,598,2931,21,16,96.763741,OF
568,5,1,37,3,2,10,630,2931,24,16,93.105431,PIG
569,5,1,37,3,2,11,665,2931,81,16,96.147476,LAUNCHER
570,5,1,37,3,2,12,756,2931,20,16,93.883179,TO
571,5,1,37,3,2,13,786,2931,30,16,96.873924,TOP
572,5,1,37,3,2,14,828,2932,20,15,96.946541,OF
573,5,1,37,3,2,15,859,2931,50,16,75.650070,"RISER,"
574,4,1,37,3,3,0,179,2955,468,17,-1,
575,5,1,37,3,3,1,179,2955,22,16,94.241783,12.
576,5,1,37,3,3,2,214,2955,90,16,96.933426,REMOVABLE
577,5,1,37,3,3,3,315,2955,52,17,96.165840,SPOOL
578,5,1,37,3,3,4,378,2956,30,16,96.939011,FOR
579,5,1,37,3,3,5,420,2956,67,16,88.562325,POSITIVE
580,5,1,37,3,3,6,496,2956,60,16,96.521133,VESSEL
581,5,1,37,3,3,7,566,2956,81,16,92.882378,ISOLATION.
582,4,1,37,3,4,0,179,2980,105,16,-1,
583,5,1,37,3,4,1,179,2981,22,15,84.497780,13.
584,5,1,37,3,4,2,213,2980,71,16,71.140182,DELETED.
585,4,1,37,3,5,0,179,3006,343,17,-1,
586,5,1,37,3,5,1,179,3006,22,16,85.712296,14.
587,5,1,37,3,5,2,213,3006,14,16,85.013168,Pi
588,5,1,37,3,5,3,237,3006,21,16,88.353844,TO
589,5,1,37,3,5,4,269,3006,19,16,96.772652,BE
590,5,1,37,3,5,5,299,3006,57,17,90.595673,VISIBLE
591,5,1,37,3,5,6,367,3007,43,16,92.722084,FROM
592,5,1,37,3,5,7,421,3007,101,16,43.532005,HY-4104—1.
593,4,1,37,3,6,0,178,3031,614,18,-1,
594,5,1,37,3,6,1,178,3031,23,16,76.309441,15.
595,5,1,37,3,6,2,213,3031,56,17,96.594688,DESIGN
596,5,1,37,3,6,3,280,3032,83,16,96.648743,PRESSURE
597,5,1,37,3,6,4,373,3033,31,15,95.922318,AND
598,5,1,37,3,6,5,416,3032,55,16,89.153122,DESIGN
599,5,1,37,3,6,6,482,3033,111,16,96.566544,TEMPERATURE
600,5,1,37,3,6,7,603,3033,29,16,96.268005,ARE
601,5,1,37,3,6,8,643,3033,30,16,93.242645,NOT
602,5,1,37,3,6,9,684,3033,108,16,48.499847,CO-INCIDENT.
603,4,1,37,3,7,0,179,3057,105,16,-1,
604,5,1,37,3,7,1,179,3057,21,16,89.541389,16.
605,5,1,37,3,7,2,213,3057,71,16,90.450233,DELETED.
606,4,1,37,3,8,0,178,3083,702,17,-1,
607,5,1,37,3,8,1,178,3083,23,15,89.983788,17.
608,5,1,37,3,8,2,213,3083,51,15,96.248489,SPOOL
609,5,1,37,3,8,3,276,3083,18,16,92.747581,10
610,5,1,37,3,8,4,306,3083,19,15,95.736763,BE
611,5,1,37,3,8,5,337,3083,41,16,96.952812,USED
612,5,1,37,3,8,6,388,3084,41,15,96.846375,ONLY
613,5,1,37,3,8,7,440,3084,58,16,95.806633,DURING
614,5,1,37,3,8,8,510,3084,75,16,96.945419,FLUSHING
615,5,1,37,3,8,9,596,3084,68,16,95.199539,PIPELINE
616,5,1,37,3,8,10,674,3084,35,16,49.462502,WITH
617,5,1,37,3,8,11,720,3084,66,16,96.360519,TREATED
618,5,1,37,3,8,12,797,3084,83,16,80.507355,"SEAWATER,"
619,4,1,37,3,9,0,178,3108,429,17,-1,
620,5,1,37,3,9,1,178,3108,22,15,87.833656,18.
621,5,1,37,3,9,2,213,3108,66,16,96.648438,PROVIDE
622,5,1,37,3,9,3,289,3108,82,16,95.831161,PROVISION
623,5,1,37,3,9,4,382,3108,31,16,96.443436,FOR
624,5,1,37,3,9,5,424,3109,61,16,96.113380,PARTIAL
625,5,1,37,3,9,6,495,3109,62,16,96.890160,STROKE
626,5,1,37,3,9,7,565,3109,42,16,95.876740,TEST.
627,4,1,37,3,10,0,178,3134,105,15,-1,
628,5,1,37,3,10,1,178,3134,22,15,83.437828,19.
629,5,1,37,3,10,2,213,3134,70,15,92.008705,DELETED.
630,4,1,37,3,11,0,176,3159,107,16,-1,
631,5,1,37,3,11,1,176,3159,24,16,92.934090,"20,"
632,5,1,37,3,11,2,213,3159,70,16,87.679779,DELETED.
633,4,1,37,3,12,0,176,3185,500,17,-1,
634,5,1,37,3,12,1,176,3185,24,15,93.642487,"21,"
635,5,1,37,3,12,2,211,3185,47,15,96.322411,VALVE
636,5,1,37,3,12,3,268,3185,20,15,96.625244,TO
637,5,1,37,3,12,4,299,3185,39,15,93.106529,HAVE
638,5,1,37,3,12,5,349,3185,104,16,86.800636,MULTI-STAGE
639,5,1,37,3,12,6,463,3186,36,14,93.692581,TRIM
640,5,1,37,3,12,7,510,3186,32,16,91.973770,DUE
641,5,1,37,3,12,8,552,3186,20,16,95.019981,TO
642,5,1,37,3,12,9,583,3186,47,16,95.019981,LARGE
643,5,1,37,3,12,10,641,3186,10,16,92.022934,A
644,5,1,37,3,12,11,661,3186,15,16,85.696075,P.
645,4,1,37,3,13,0,176,3210,107,16,-1,
646,5,1,37,3,13,1,176,3210,24,16,71.915123,"22,"
647,5,1,37,3,13,2,212,3210,71,16,87.223465,DELETED.
648,4,1,37,3,14,0,176,3235,772,18,-1,
649,5,1,37,3,14,1,176,3235,24,16,86.656090,"23,"
650,5,1,37,3,14,2,212,3235,51,16,96.070168,PIPING
651,5,1,37,3,14,3,273,3236,20,16,73.732933,TO
652,5,1,37,3,14,4,305,3235,65,16,95.416519,PROVIDE
653,5,1,37,3,14,5,380,3236,80,16,96.712326,ADEQUATE
654,5,1,37,3,14,6,470,3237,100,16,96.394897,STRUCTURAL
655,5,1,37,3,14,7,580,3237,72,16,96.924568,SUPPORT
656,5,1,37,3,14,8,661,3237,20,16,96.485687,TO
657,5,1,37,3,14,9,692,3237,69,16,96.485687,PREVENT
658,5,1,37,3,14,10,772,3237,83,16,96.842537,EXCESSIVE
659,5,1,37,3,14,11,865,3237,83,16,85.828217,VIBRATION.
660,4,1,37,3,15,0,176,3261,1100,18,-1,
661,5,1,37,3,15,1,176,3261,24,15,77.943329,"24,"
662,5,1,37,3,15,2,211,3261,19,16,85.408638,A2
663,5,1,37,3,15,3,242,3261,51,16,96.532074,PIPING
664,5,1,37,3,15,4,305,3261,30,16,96.943283,HAS
665,5,1,37,3,15,5,346,3261,40,16,96.502014,BEEN
666,5,1,37,3,15,6,397,3261,66,16,61.359554,UTILIZED
667,5,1,37,3,15,7,475,3262,71,16,96.175621,BECAUSE
668,5,1,37,3,15,8,557,3263,12,14,90.541458,IT
669,5,1,37,3,15,9,579,3262,76,16,96.785606,PROVIDES
670,5,1,37,3,15,10,666,3262,87,16,96.497459,SUFFICIENT
671,5,1,37,3,15,11,762,3263,40,15,96.238289,WALL
672,5,1,37,3,15,12,812,3262,86,16,96.238289,THICKNESS
673,5,1,37,3,15,13,909,3263,20,15,96.870461,TO
674,5,1,37,3,15,14,940,3262,66,16,96.413193,INCLUDE
675,5,1,37,3,15,15,1018,3263,9,15,93.686241,6
676,5,1,37,3,15,16,1038,3267,30,11,96.222519,mm
677,5,1,37,3,15,17,1080,3262,91,17,96.617355,CORROSION
678,5,1,37,3,15,18,1182,3263,94,16,94.720245,ALLOWANCE.
679,2,1,38,0,0,0,515,3415,505,6,-1,
680,3,1,38,1,0,0,515,3415,505,6,-1,
681,4,1,38,1,1,0,515,3415,505,6,-1,
682,5,1,38,1,1,1,515,3415,505,6,95.000000, 
683,2,1,39,0,0,0,1305,1454,1164,88,-1,
684,3,1,39,1,0,0,1305,1454,1164,88,-1,
685,4,1,39,1,1,0,1305,1454,1164,88,-1,
686,5,1,39,1,1,1,1305,1454,1164,88,95.000000,   
687,2,1,40,0,0,0,1564,1587,158,126,-1,
688,3,1,40,1,0,0,1564,1587,158,126,-1,
689,4,1,40,1,1,0,1592,1587,130,23,-1,
690,5,1,40,1,1,1,1592,1587,130,23,95.000000, 
691,4,1,40,1,2,0,1564,1610,142,103,-1,
692,5,1,40,1,2,1,1564,1610,142,103,95.000000,   
693,2,1,41,0,0,0,1553,3233,222,95,-1,
694,3,1,41,1,0,0,1553,3233,222,95,-1,
695,4,1,41,1,1,0,1553,3233,222,95,-1,
696,5,1,41,1,1,1,1553,3233,222,95,95.000000, 
697,2,1,42,0,0,0,1921,314,183,28,-1,
698,3,1,42,1,0,0,1921,314,183,28,-1,
699,4,1,42,1,1,0,1921,314,183,28,-1,
700,5,1,42,1,1,1,1921,314,183,28,10.957375,KAH-2920
701,2,1,43,0,0,0,1626,376,901,341,-1,
702,3,1,43,1,0,0,1785,376,712,26,-1,
703,4,1,43,1,1,0,1785,376,712,26,-1,
704,5,1,43,1,1,1,1785,382,43,15,93.437057,SIZE:
705,5,1,43,1,1,2,1843,382,49,16,93.019264,621.8
706,5,1,43,1,1,3,1904,380,74,22,32.211639,mm/711
707,5,1,43,1,1,4,1991,387,33,11,94.833313,mm
708,5,1,43,1,1,5,2037,383,24,15,94.158470,OD
709,5,1,43,1,1,6,2073,388,10,10,94.158470,x
710,5,1,43,1,1,7,2094,382,45,16,81.601044,3300
711,5,1,43,1,1,8,2150,388,33,10,93.206017,mm
712,5,1,43,1,1,9,2196,383,34,15,66.480621,AOL
713,5,1,43,1,1,10,2431,376,38,16,42.715462,VENT
714,5,1,43,1,1,11,2478,376,19,16,42.715462,TO
715,3,1,43,2,0,0,1832,392,690,48,-1,
716,4,1,43,2,1,0,1832,392,690,48,-1,
717,5,1,43,2,1,1,1832,402,68,17,48.264278,DESIGN:
718,5,1,43,2,1,2,1905,403,39,16,48.264278,92.5
719,5,1,43,2,1,3,1956,403,40,20,87.090622,Barg
720,5,1,43,2,1,4,2008,403,16,16,63.144100,©
721,5,1,43,2,1,5,2034,403,48,16,94.990738,135°C
722,5,1,43,2,1,6,2093,401,55,22,96.619637,(NOTE
723,5,1,43,2,1,7,2159,401,27,22,95.894096,15)
724,5,1,43,2,1,8,2397,392,60,48,32.076477,Shi
725,5,1,43,2,1,9,2493,397,29,35,18.639519,oe
726,3,1,43,3,0,0,1630,402,897,133,-1,
727,4,1,43,3,1,0,1645,402,882,76,-1,
728,5,1,43,3,1,1,1645,402,70,76,58.736580,peal
729,5,1,43,3,1,2,1856,424,123,35,27.770866,a
730,5,1,43,3,1,3,2401,437,126,31,24.563812,oe
731,4,1,43,3,2,0,1626,462,844,73,-1,
732,5,1,43,3,2,1,1626,474,57,41,96.801064,PURGE
733,5,1,43,3,2,2,2465,462,5,73,70.705856,|
734,3,1,43,4,0,0,1630,511,724,81,-1,
735,4,1,43,4,1,0,1675,511,9,15,-1,
736,5,1,43,4,1,1,1675,511,9,15,27.761131,rE
737,4,1,43,4,2,0,1630,511,432,32,-1,
738,5,1,43,4,2,1,1630,511,99,16,3.189178,COECTON
739,5,1,43,4,2,2,1934,526,128,17,7.898224,17-N-D1-6300
740,4,1,43,4,3,0,1716,547,638,45,-1,
741,5,1,43,4,3,1,1716,571,39,21,20.522797,ge
742,5,1,43,4,3,2,1831,563,60,17,21.741158,(nah
743,5,1,43,4,3,3,2140,547,73,41,41.621765,"1""¥B470"
744,5,1,43,4,3,4,2280,560,74,19,38.309532,"1""vB470"
745,3,1,43,5,0,0,2143,566,320,151,-1,
746,4,1,43,5,1,0,2143,566,320,49,-1,
747,5,1,43,5,1,1,2143,567,73,42,0.000000,811209
748,5,1,43,5,1,2,2277,566,72,41,0.000000,veti2i1
749,5,1,43,5,1,3,2448,586,15,29,71.037689,3
750,4,1,43,5,2,0,2448,616,13,9,-1,
751,5,1,43,5,2,1,2448,616,13,9,35.157639,Bs
752,4,1,43,5,3,0,2207,621,255,34,-1,
753,5,1,43,5,3,1,2207,621,97,34,0.480789,3/4°VB481
754,5,1,43,5,3,2,2448,627,14,20,35.134514,pu
755,4,1,43,5,4,0,2221,638,241,36,-1,
756,5,1,43,5,4,1,2221,638,71,36,59.910259,vB11210
757,5,1,43,5,4,2,2448,648,14,22,61.281670,t
758,4,1,43,5,5,0,2448,670,14,11,-1,
759,5,1,43,5,5,1,2448,670,14,11,47.366901,Fi
760,4,1,43,5,6,0,2445,679,17,28,-1,
761,5,1,43,5,6,1,2445,679,17,28,20.030594,Bi
762,4,1,43,5,7,0,2448,709,15,8,-1,
763,5,1,43,5,7,1,2448,709,15,8,41.487427,“A
764,2,1,44,0,0,0,2078,847,17,176,-1,
765,3,1,44,1,0,0,2078,847,17,176,-1,
766,4,1,44,1,1,0,2078,847,17,176,-1,
767,5,1,44,1,1,1,2078,847,17,176,36.337032,"8""~PF-D1—1060-2H1"
768,2,1,45,0,0,0,2087,1039,86,9,-1,
769,3,1,45,1,0,0,2087,1039,86,9,-1,
770,4,1,45,1,1,0,2087,1039,86,9,-1,
771,5,1,45,1,1,1,2087,1039,86,9,95.000000, 
772,2,1,46,0,0,0,2679,446,285,72,-1,
773,3,1,46,1,0,0,2679,446,285,72,-1,
774,4,1,46,1,1,0,2679,446,285,21,-1,
775,5,1,46,1,1,1,2679,446,285,21,95.000000,  
776,4,1,46,1,2,0,2679,467,198,25,-1,
777,5,1,46,1,2,1,2679,467,198,25,95.000000, 
778,4,1,46,1,3,0,2679,492,198,26,-1,
779,5,1,46,1,3,1,2679,492,198,26,95.000000, 
780,2,1,47,0,0,0,2624,325,382,149,-1,
781,3,1,47,1,0,0,2624,325,382,149,-1,
782,4,1,47,1,1,0,2704,325,191,20,-1,
783,5,1,47,1,1,1,2704,325,27,15,87.461433,102
784,5,1,47,1,1,2,2816,328,18,17,61.618999,o1
785,5,1,47,1,1,3,2877,328,18,16,83.042038,M
786,4,1,47,1,2,0,2624,347,129,16,-1,
787,5,1,47,1,2,1,2624,347,28,16,96.300522,SET
788,5,1,47,1,2,2,2661,347,12,15,96.300522,©
789,5,1,47,1,2,3,2684,347,34,16,83.245483,92.5
790,5,1,47,1,2,4,2729,347,24,16,95.178551,Bor
791,4,1,47,1,3,0,2725,365,81,19,-1,
792,5,1,47,1,3,1,2725,368,8,16,18.932121,e”
793,5,1,47,1,3,2,2766,365,40,16,4.913895,(PSV
794,4,1,47,1,4,0,2754,387,248,35,-1,
795,5,1,47,1,4,1,2754,387,62,35,94.139580,2920-3
796,5,1,47,1,4,2,2889,396,113,17,59.217712,"2°VB101,FB,LO"
797,4,1,47,1,5,0,2759,394,226,46,-1,
798,5,1,47,1,5,1,2759,407,50,33,23.703194,cece
799,5,1,47,1,5,2,2904,394,81,46,0.000000,Yerizies
800,4,1,47,1,6,0,2918,434,75,20,-1,
801,5,1,47,1,6,1,2918,434,75,20,0.000000,Cod-)
802,4,1,47,1,7,0,2964,457,42,17,-1,
803,5,1,47,1,7,1,2964,457,42,17,58.225601,"3x2"""
804,2,1,48,0,0,0,2914,485,84,42,-1,
805,3,1,48,1,0,0,2914,485,84,42,-1,
806,4,1,48,1,1,0,2915,485,83,22,-1,
807,5,1,48,1,1,1,2915,485,83,22,31.713280,3/4°VB481
808,4,1,48,1,2,0,2914,511,68,16,-1,
809,5,1,48,1,2,1,2914,511,68,16,2.491676,vai1214
810,2,1,49,0,0,0,2679,739,285,60,-1,
811,3,1,49,1,0,0,2679,739,285,60,-1,
812,4,1,49,1,1,0,2878,739,65,17,-1,
813,5,1,49,1,1,1,2878,739,65,17,50.599113,2°VO300
814,4,1,49,1,2,0,2877,758,69,15,-1,
815,5,1,49,1,2,1,2877,758,69,15,40.013470,VO11218
816,4,1,49,1,3,0,2679,778,285,21,-1,
817,5,1,49,1,3,1,2679,778,37,16,95.915627,NOTE
818,5,1,49,1,3,2,2727,778,9,16,95.405807,2
819,5,1,49,1,3,3,2945,782,19,17,47.302963,D1
820,2,1,50,0,0,0,3022,779,99,19,-1,
821,3,1,50,1,0,0,3022,779,99,19,-1,
822,4,1,50,1,1,0,3022,779,99,19,-1,
823,5,1,50,1,1,1,3022,782,18,16,78.638260,AL
824,5,1,50,1,1,2,3063,779,38,16,79.673409,NOTE
825,5,1,50,1,1,3,3111,779,10,16,79.673409,3
826,2,1,51,0,0,0,3060,159,426,4,-1,
827,3,1,51,1,0,0,3060,159,426,4,-1,
828,4,1,51,1,1,0,3060,159,426,4,-1,
829,5,1,51,1,1,1,3060,159,426,4,95.000000, 
830,2,1,52,0,0,0,3482,156,1282,257,-1,
831,3,1,52,1,0,0,3482,156,1282,257,-1,
832,4,1,52,1,1,0,3482,156,1282,213,-1,
833,5,1,52,1,1,1,3482,156,1282,213,95.000000,   
834,4,1,52,1,2,0,3482,369,1282,44,-1,
835,5,1,52,1,2,1,3482,369,1282,44,95.000000,  
836,2,1,53,0,0,0,4414,404,350,34,-1,
837,3,1,53,1,0,0,4414,404,350,34,-1,
838,4,1,53,1,1,0,4414,404,350,34,-1,
839,5,1,53,1,1,1,4414,404,350,34,95.000000,    
840,2,1,54,0,0,0,4673,406,91,58,-1,
841,3,1,54,1,0,0,4673,406,91,58,-1,
842,4,1,54,1,1,0,4673,406,91,37,-1,
843,5,1,54,1,1,1,4673,406,91,37,95.000000,    
844,4,1,54,1,2,0,4673,443,91,21,-1,
845,5,1,54,1,2,1,4673,443,91,21,95.000000,   
846,2,1,55,0,0,0,4588,414,114,68,-1,
847,3,1,55,1,0,0,4588,414,114,68,-1,
848,4,1,55,1,1,0,4614,414,62,16,-1,
849,5,1,55,1,1,1,4614,414,16,16,84.659874,TO
850,5,1,55,1,1,2,4638,415,38,15,42.535168,FLARE
851,4,1,55,1,2,0,4617,440,56,16,-1,
852,5,1,55,1,2,1,4617,440,56,16,96.606689,HEADER
853,4,1,55,1,3,0,4588,465,114,17,-1,
854,5,1,55,1,3,1,4588,465,31,17,76.299408,DWG
855,5,1,55,1,3,2,4630,466,72,15,89.866570,01-0150
856,2,1,56,0,0,0,2679,413,2085,122,-1,
857,3,1,56,1,0,0,2679,413,2085,122,-1,
858,4,1,56,1,1,0,3006,413,1022,30,-1,
859,5,1,56,1,1,1,3006,413,1022,30,95.000000,  
860,4,1,56,1,2,0,3006,443,1553,24,-1,
861,5,1,56,1,2,1,3006,443,1553,24,95.000000,    
862,4,1,56,1,3,0,3012,467,1576,23,-1,
863,5,1,56,1,3,1,3012,467,1576,23,95.000000, 
864,4,1,56,1,4,0,3012,490,1752,28,-1,
865,5,1,56,1,4,1,3012,490,1752,28,95.000000,  
866,4,1,56,1,5,0,2679,518,198,17,-1,
867,5,1,56,1,5,1,2679,518,198,17,95.000000, 
868,2,1,57,0,0,0,4028,415,386,25,-1,
869,3,1,57,1,0,0,4028,415,386,25,-1,
870,4,1,57,1,1,0,4028,415,386,25,-1,
871,5,1,57,1,1,1,4028,422,172,18,0.000000,S-FH-at—4007-2H1
872,5,1,57,1,1,2,4236,411,75,37,47.501053,SLOPE
873,5,1,57,1,1,3,4316,411,48,37,54.248039,_
874,5,1,57,1,1,4,4371,424,43,14,16.118256,"3,200"
875,2,1,58,0,0,0,4414,437,203,13,-1,
876,3,1,58,1,0,0,4414,437,203,13,-1,
877,4,1,58,1,1,0,4414,437,203,13,-1,
878,5,1,58,1,1,1,4414,437,203,13,95.000000, 
879,2,1,59,0,0,0,4702,464,62,26,-1,
880,3,1,59,1,0,0,4702,464,62,26,-1,
881,4,1,59,1,1,0,4702,464,62,26,-1,
882,5,1,59,1,1,1,4702,464,62,26,95.000000,  
883,2,1,60,0,0,0,2091,518,2673,513,-1,
884,3,1,60,1,0,0,2091,518,2673,513,-1,
885,4,1,60,1,1,0,3012,518,1752,17,-1,
886,5,1,60,1,1,1,3012,518,1752,17,95.000000, 
887,4,1,60,1,2,0,2679,535,2085,16,-1,
888,5,1,60,1,2,1,2679,535,2085,16,95.000000, 
889,4,1,60,1,3,0,2464,551,2300,37,-1,
890,5,1,60,1,3,1,2464,551,2300,37,95.000000,  
891,4,1,60,1,4,0,2091,607,2673,144,-1,
892,5,1,60,1,4,1,2091,607,2673,144,95.000000,   
893,4,1,60,1,5,0,2091,751,2673,29,-1,
894,5,1,60,1,5,1,2091,751,463,29,95.000000, 
895,5,1,60,1,5,2,3143,751,1621,29,95.000000, 
896,4,1,60,1,6,0,2091,780,2673,27,-1,
897,5,1,60,1,6,1,2091,780,463,27,95.000000, 
898,5,1,60,1,6,2,3143,780,1621,27,95.000000, 
899,4,1,60,1,7,0,2091,807,2673,46,-1,
900,5,1,60,1,7,1,2091,807,2673,46,95.000000,  
901,4,1,60,1,8,0,2099,985,1111,24,-1,
902,5,1,60,1,8,1,2099,985,1111,24,95.000000,  
903,4,1,60,1,9,0,2095,1009,1158,22,-1,
904,5,1,60,1,9,1,2095,1009,1158,22,95.000000,  
905,2,1,61,0,0,0,3193,866,1571,119,-1,
906,3,1,61,1,0,0,3193,866,1571,119,-1,
907,4,1,61,1,1,0,3193,866,1571,119,-1,
908,5,1,61,1,1,1,3193,979,17,6,95.000000, 
